q(t),H_ratio,S(t),MSE(model0_vs_ref),KL(f0||D),"JS(f0,D)",q_stagnation,q_tail_ratio,q_entropy_ratio
2.1729833266093124e-07,1.0000000076299174,0.0,1.1179620856284575e-05,0.00033871418038122336,8.416304057393023e-05,0.6165882249456147,7.2564596558178,1.168864770703996
2.0338169537392758e-07,1.0000000071412969,0.0,1.1188339031215816e-05,0.0003253802138787664,8.085938361224588e-05,0.6161161870404317,7.2565859885880055,1.16889698385282
1.9035627130126187e-07,1.000000006683967,0.0,1.1196897610992534e-05,0.00031256968785781276,7.7684868928476e-05,0.6156529062328799,7.256709759512784,1.1689285005663843
1.781649874299518e-07,1.0000000062559231,0.0,1.1205299202145678e-05,0.0003002621387186242,7.463447886153275e-05,0.6151982340384634,7.256831021230638,1.1689593368054172
1.6675442615632363e-07,1.0000000058552905,0.0,1.1213546382290504e-05,0.00028843789801369715,7.170338897170554e-05,0.6147520239134182,7.256949825271374,1.1689895081328914
1.5607459036282023e-07,1.0000000054803135,0.0,1.1221641699783437e-05,0.0002770780618304054,6.88869606975662e-05,0.6143141312549103,7.2570662220805175,1.1690190297249778
1.4607868481508746e-07,1.0000000051293494,0.0,1.1229587673422433e-05,0.00026616446133435976,6.618073428620269e-05,0.613884413399801,7.25718026104314,1.1690479163816752
1.3672291121480384e-07,1.0000000048008606,0.0,1.1237386792188498e-05,0.00025567963443364535,6.358042198750065e-05,0.6134627296220526,7.25729199050713,1.1690761825371103
1.2796627557598583e-07,1.0000000044934079,0.0,1.1245041515026132e-05,0.00024560679851972494,6.108190150260363e-05,0.6130489411288526,7.257401457805914,1.1691038422695343
1.197704100341923e-07,1.0000000042056434,0.0,1.1252554270660592e-05,0.00023592982424904593,5.868120967705555e-05,0.612642911055528,7.257508709280648,1.1691309093110145
1.1209940242729033e-07,1.0000000039363075,0.0,1.1259927457449907e-05,0.0002266332103203171,5.6374536430461126e-05,0.6122445044593174,7.257613790301878,1.169157397056834
1.0491964164138778e-07,1.0000000036842192,0.0,1.1267163443269787e-05,0.00021770205921705418,5.415821891310759e-05,0.6118535883120665,7.257716745290711,1.1691833185746154
9.81996686189035e-08,1.000000003448274,0.0,1.1274264565429503e-05,0.00020912205387410218,5.202873588209698e-05,0.6114700314919151,7.257817617739476,1.1692086866131641
9.191003846886758e-08,1.000000003227439,0.0,1.1281233130617007e-05,0.00020087943523462628,4.998270228870772e-05,0.6110937047740311,7.257916450231912,1.1692335136110545
8.602319268025127e-08,1.0000000030207457,0.0,1.1288071414871617e-05,0.00019296098066769532,4.801686406882507e-05,0.6107244808204575,7.258013284462894,1.1692578117049561
8.051333688641193e-08,1.0000000028272888,0.0,1.1294781663582665e-05,0.0001853539832075207,4.612809312946626e-05,0.6103622341691135,7.258108161257691,1.1692815927377174
7.53563290656345e-08,1.0000000026462204,0.0,1.1301366091512554e-05,0.00017804623159115365,4.431338252459472e-05,0.610006841222027,7.2582011205907815,1.1693048682662055
7.052957284869876e-08,1.0000000024767477,0.0,1.1307826882842781e-05,0.00017102599105680346,4.256984181229945e-05,0.6096581802328261,7.258292201604247,1.1693276495689175
