One Model With Late Self Training,Two Models With Late Self Training,Zipf Two Models With Late Self Training,"Zipf Two Models With q(t), S(t), and C(x,f)",Zipf_Two_Models_q_S_C,Zipf_n2_qS_ramp_KLJS,Zipf_n1_qS_ramp_KLJS,Zipf_n10_qS_ramp_KLJS
,,6.558117174207291e-07,1.126835217107378e-05,1.126835217106548e-05,1.1422568665973745e-05,1.1422568666418923e-05,1.1422568666393998e-05
,,6.570713575272562e-07,1.1268352165056597e-05,1.1268352165048463e-05,1.1422568665472611e-05,1.1422568665905355e-05,1.142256866588116e-05
,,6.583314658314267e-07,1.1268352159169907e-05,1.1268352159161944e-05,1.1422568664985432e-05,1.1422568665406095e-05,1.1422568665382607e-05
,,6.595920407956224e-07,1.126835215341089e-05,1.126835215340309e-05,1.1422568664511822e-05,1.1422568664920742e-05,1.1422568664897935e-05
,,6.608530808854337e-07,1.1268352147776762e-05,1.1268352147769123e-05,1.14225686640514e-05,1.1422568664448904e-05,1.1422568664426764e-05
,,6.621145845696609e-07,1.1268352142264815e-05,1.1268352142257336e-05,1.14225686636038e-05,1.1422568663990209e-05,1.1422568663968713e-05
,,6.633765503203037e-07,1.1268352136872395e-05,1.126835213686507e-05,1.1422568663168665e-05,1.1422568663544286e-05,1.1422568663523417e-05
,,6.646389766125524e-07,1.1268352131596911e-05,1.1268352131589735e-05,1.1422568662745648e-05,1.1422568663110783e-05,1.1422568663090519e-05
,,6.659018619247847e-07,1.126835212643582e-05,1.1268352126428792e-05,1.1422568662334408e-05,1.1422568662689354e-05,1.1422568662669681e-05
,,6.671652047385553e-07,1.1268352121386636e-05,1.1268352121379756e-05,1.142256866193462e-05,1.1422568662279658e-05,1.1422568662260559e-05
,,6.684290035385919e-07,1.1268352116446938e-05,1.12683521164402e-05,1.1422568661545965e-05,1.1422568661881374e-05,1.142256866186283e-05
,,6.696932568127875e-07,1.1268352111614342e-05,1.1268352111607742e-05,1.1422568661168132e-05,1.1422568661494175e-05,1.1422568661476176e-05
,,6.709579630521923e-07,1.1268352106886524e-05,1.126835210688006e-05,1.142256866080082e-05,1.1422568661117764e-05,1.1422568661100285e-05
,,6.722231207510085e-07,1.126835210226121e-05,1.126835210225488e-05,1.1422568660443733e-05,1.1422568660751836e-05,1.1422568660734863e-05
,,6.734887284065829e-07,1.1268352097736176e-05,1.1268352097729976e-05,1.1422568660096588e-05,1.1422568660396094e-05,1.1422568660379614e-05
,,6.747547845194004e-07,1.1268352093309242e-05,1.1268352093303172e-05,1.142256865975911e-05,1.1422568660050255e-05,1.1422568660034256e-05
,,6.760212875930787e-07,1.126835208897828e-05,1.1268352088972338e-05,1.1422568659431028e-05,1.142256865971405e-05,1.1422568659698515e-05
,,6.772882361343548e-07,1.1268352084741212e-05,1.1268352084735391e-05,1.1422568659112076e-05,1.14225686593872e-05,1.1422568659372119e-05
,,6.785556286530883e-07,1.1268352080595994e-05,1.1268352080590297e-05,1.1422568658802008e-05,1.1422568659069455e-05,1.1422568659054814e-05
,,6.798234636622496e-07,1.1268352076540635e-05,1.1268352076535052e-05,1.1422568658500571e-05,1.142256865876056e-05,1.1422568658746338e-05
,,6.810917396779089e-07,1.1268352072573184e-05,1.1268352072567716e-05,1.1422568658207528e-05,1.142256865846026e-05,1.1422568658446453e-05
,,6.823604552192392e-07,1.1268352068691732e-05,1.1268352068686377e-05,1.1422568657922636e-05,1.1422568658168324e-05,1.1422568658154914e-05
,,6.836296088085016e-07,1.1268352064894415e-05,1.1268352064889172e-05,1.1422568657645685e-05,1.1422568657884512e-05,1.1422568657871495e-05
,,6.848991989710421e-07,1.1268352061179408e-05,1.1268352061174272e-05,1.1422568657376431e-05,1.14225686576086e-05,1.1422568657595964e-05
,,6.861692242352845e-07,1.126835205754492e-05,1.1268352057539892e-05,1.142256865711468e-05,1.1422568657340372e-05,1.1422568657328101e-05
,,6.874396831327227e-07,1.1268352053989208e-05,1.1268352053984284e-05,1.1422568656860216e-05,1.1422568657079612e-05,1.1422568657067695e-05
,,6.887105741979174e-07,1.126835205051056e-05,1.1268352050505745e-05,1.1422568656612831e-05,1.142256865682611e-05,1.142256865681454e-05
,,6.899818959684847e-07,1.1268352047107308e-05,1.126835204710259e-05,1.1422568656372337e-05,1.1422568656579665e-05,1.1422568656568428e-05
,,6.912536469850937e-07,1.1268352043777813e-05,1.1268352043773196e-05,1.1422568656138532e-05,1.1422568656340078e-05,1.1422568656329168e-05
,,6.925258257914574e-07,1.1268352040520476e-05,1.1268352040515952e-05,1.142256865591124e-05,1.1422568656107164e-05,1.142256865609657e-05
,,6.93798430934328e-07,1.1268352037333732e-05,1.1268352037329298e-05,1.1422568655690272e-05,1.1422568655880729e-05,1.1422568655870442e-05
,,6.950714609634854e-07,1.1268352034216046e-05,1.1268352034211706e-05,1.1422568655475452e-05,1.1422568655660602e-05,1.1422568655650612e-05
,,6.963449144317413e-07,1.1268352031165922e-05,1.1268352031161674e-05,1.1422568655266611e-05,1.1422568655446596e-05,1.1422568655436899e-05
,,6.976187898949207e-07,1.1268352028181897e-05,1.1268352028177734e-05,1.1422568655063588e-05,1.1422568655238547e-05,1.1422568655229132e-05
,,6.988930859118641e-07,1.126835202526253e-05,1.1268352025258455e-05,1.142256865486621e-05,1.1422568655036296e-05,1.142256865502715e-05
,,7.001678010444159e-07,1.1268352022406428e-05,1.1268352022402437e-05,1.1422568654674323e-05,1.1422568654839668e-05,1.142256865483079e-05
,,7.014429338574202e-07,1.126835201961221e-05,1.1268352019608304e-05,1.1422568654487785e-05,1.1422568654648516e-05,1.1422568654639892e-05
,,7.027184829187145e-07,1.126835201687854e-05,1.1268352016874717e-05,1.142256865430643e-05,1.1422568654462682e-05,1.1422568654454307e-05
,,7.039944467991222e-07,1.12683520142041e-05,1.1268352014200356e-05,1.1422568654130129e-05,1.1422568654282018e-05,1.142256865427389e-05
,,7.052708240724469e-07,1.1268352011587608e-05,1.1268352011583942e-05,1.1422568653958726e-05,1.1422568654106385e-05,1.142256865409849e-05
,,7.065476133154666e-07,1.1268352009027808e-05,1.1268352009024215e-05,1.1422568653792096e-05,1.1422568653935638e-05,1.142256865392797e-05
,,7.078248131079251e-07,1.1268352006523466e-05,1.1268352006519956e-05,1.1422568653630105e-05,1.1422568653769643e-05,1.1422568653762201e-05
,,7.09102422032528e-07,1.1268352004073386e-05,1.1268352004069943e-05,1.142256865347262e-05,1.1422568653608268e-05,1.142256865360104e-05
,,7.10380438674937e-07,1.1268352001676386e-05,1.1268352001673018e-05,1.1422568653319518e-05,1.1422568653451384e-05,1.1422568653444364e-05
,,7.116588616237597e-07,1.1268351999331316e-05,1.126835199932802e-05,1.1422568653170676e-05,1.1422568653298867e-05,1.1422568653292049e-05
,,7.129376894705464e-07,1.126835199703705e-05,1.1268351997033822e-05,1.1422568653025975e-05,1.1422568653150593e-05,1.142256865314397e-05
,,7.142169208097844e-07,1.1268351994792488e-05,1.1268351994789323e-05,1.1422568652885302e-05,1.1422568653006444e-05,1.1422568653000015e-05
,,7.154965542388887e-07,1.1268351992596548e-05,1.1268351992593457e-05,1.142256865274854e-05,1.142256865286631e-05,1.1422568652860065e-05
,,7.167765883581983e-07,1.126835199044818e-05,1.1268351990445147e-05,1.1422568652615588e-05,1.1422568652730068e-05,1.1422568652724008e-05
,,7.18057021770968e-07,1.126835198834635e-05,1.1268351988343386e-05,1.142256865248633e-05,1.1422568652597622e-05,1.1422568652591735e-05
,,7.193378530833669e-07,1.1268351986290053e-05,1.1268351986287147e-05,1.1422568652360672e-05,1.142256865246886e-05,1.1422568652463142e-05
,,7.206190809044623e-07,1.1268351984278298e-05,1.1268351984275452e-05,1.1422568652238507e-05,1.1422568652343682e-05,1.1422568652338129e-05
,,7.219007038462241e-07,1.1268351982310116e-05,1.1268351982307334e-05,1.1422568652119743e-05,1.1422568652221984e-05,1.1422568652216595e-05
,,7.231827205235147e-07,1.1268351980384573e-05,1.1268351980381844e-05,1.142256865200428e-05,1.1422568652103677e-05,1.1422568652098439e-05
,,7.244651295540795e-07,1.1268351978500727e-05,1.126835197849806e-05,1.1422568651892034e-05,1.1422568651988658e-05,1.1422568651983571e-05
,,7.257479295585462e-07,1.1268351976657694e-05,1.1268351976655082e-05,1.1422568651782909e-05,1.1422568651876838e-05,1.14225686518719e-05
,,7.270311191604143e-07,1.1268351974854578e-05,1.126835197485202e-05,1.1422568651676818e-05,1.1422568651768131e-05,1.1422568651763336e-05
,,7.283146969860511e-07,1.1268351973090513e-05,1.1268351973088007e-05,1.142256865157368e-05,1.142256865166245e-05,1.142256865165779e-05
,,7.295986616646854e-07,1.1268351971364656e-05,1.1268351971362206e-05,1.142256865147341e-05,1.1422568651559709e-05,1.142256865155518e-05
,,7.308830118284004e-07,1.126835196967618e-05,1.126835196967378e-05,1.142256865137593e-05,1.1422568651459822e-05,1.1422568651455427e-05
,,7.321677461121301e-07,1.1268351968024268e-05,1.126835196802192e-05,1.1422568651281162e-05,1.1422568651362713e-05,1.1422568651358449e-05
,,7.334528631536499e-07,1.1268351966408138e-05,1.1268351966405834e-05,1.1422568651189029e-05,1.1422568651268307e-05,1.1422568651264165e-05
,,7.347383615935727e-07,1.1268351964827003e-05,1.1268351964824752e-05,1.1422568651099463e-05,1.1422568651176531e-05,1.1422568651172508e-05
,,7.360242400753421e-07,1.1268351963280113e-05,1.1268351963277907e-05,1.1422568651012383e-05,1.1422568651087308e-05,1.1422568651083397e-05
,,7.373104972452263e-07,1.126835196176672e-05,1.1268351961764564e-05,1.1422568650927727e-05,1.1422568651000562e-05,1.1422568650996769e-05
,,7.385971317523122e-07,1.1268351960286104e-05,1.1268351960283991e-05,1.1422568650845426e-05,1.1422568650916231e-05,1.1422568650912547e-05
,,7.398841422485013e-07,1.1268351958837544e-05,1.1268351958835475e-05,1.1422568650765412e-05,1.1422568650834249e-05,1.142256865083067e-05
,,7.411715273885e-07,1.126835195742036e-05,1.1268351957418337e-05,1.1422568650687627e-05,1.1422568650754545e-05,1.1422568650751067e-05
,,7.424592858298155e-07,1.1268351956033865e-05,1.126835195603188e-05,1.1422568650612006e-05,1.1422568650677058e-05,1.1422568650673678e-05
,,7.437474162327507e-07,1.1268351954677389e-05,1.1268351954675446e-05,1.1422568650538484e-05,1.1422568650601725e-05,1.1422568650598447e-05
,,7.45035917260397e-07,1.1268351953350286e-05,1.1268351953348384e-05,1.1422568650467013e-05,1.1422568650528489e-05,1.1422568650525304e-05
,,7.463247875786281e-07,1.126835195205192e-05,1.126835195205006e-05,1.1422568650397524e-05,1.142256865045729e-05,1.1422568650454195e-05
,,7.476140258560977e-07,1.1268351950781666e-05,1.1268351950779846e-05,1.1422568650329968e-05,1.1422568650388067e-05,1.1422568650385064e-05
,,7.489036307642253e-07,1.126835194953892e-05,1.1268351949537135e-05,1.142256865026429e-05,1.1422568650320776e-05,1.1422568650317859e-05
,,7.501936009772e-07,1.1268351948323076e-05,1.1268351948321331e-05,1.1422568650200445e-05,1.1422568650255354e-05,1.1422568650252518e-05
,,7.51483935171971e-07,1.1268351947133564e-05,1.1268351947131857e-05,1.1422568650138367e-05,1.142256865019175e-05,1.1422568650188998e-05
,,7.527746320282351e-07,1.12683519459698e-05,1.126835194596813e-05,1.1422568650078025e-05,1.1422568650129915e-05,1.1422568650127244e-05
,,7.540656902284428e-07,1.126835194483124e-05,1.1268351944829602e-05,1.1422568650019354e-05,1.1422568650069803e-05,1.1422568650067205e-05
,,7.553571084577841e-07,1.1268351943717326e-05,1.1268351943715724e-05,1.1422568649962316e-05,1.142256865001136e-05,1.1422568650008837e-05
,,7.566488854041841e-07,1.1268351942627529e-05,1.1268351942625958e-05,1.142256864990686e-05,1.142256864995454e-05,1.1422568649952093e-05
,,7.579410197583005e-07,1.1268351941561326e-05,1.126835194155979e-05,1.1422568649852956e-05,1.1422568649899306e-05,1.1422568649896926e-05
,,7.592335102135109e-07,1.1268351940518206e-05,1.1268351940516704e-05,1.1422568649800543e-05,1.1422568649845604e-05,1.1422568649843293e-05
,,7.605263554659161e-07,1.126835193949767e-05,1.1268351939496198e-05,1.142256864974959e-05,1.1422568649793396e-05,1.1422568649791151e-05
,,7.618195542143265e-07,1.1268351938499229e-05,1.1268351938497787e-05,1.1422568649700056e-05,1.1422568649742642e-05,1.1422568649740462e-05
,,7.631131051602631e-07,1.12683519375224e-05,1.1268351937520989e-05,1.1422568649651894e-05,1.1422568649693295e-05,1.1422568649691181e-05
,,7.644070070079416e-07,1.1268351936566716e-05,1.1268351936565336e-05,1.142256864960508e-05,1.1422568649645325e-05,1.1422568649643266e-05
,,7.65701258464282e-07,1.1268351935631726e-05,1.1268351935630372e-05,1.142256864955956e-05,1.1422568649598684e-05,1.1422568649596686e-05
,,7.669958582388851e-07,1.1268351934716973e-05,1.1268351934715648e-05,1.1422568649515308e-05,1.1422568649553344e-05,1.1422568649551404e-05
,,7.682908050440444e-07,1.1268351933822025e-05,1.1268351933820724e-05,1.1422568649472286e-05,1.1422568649509264e-05,1.1422568649507378e-05
,,7.695860975947232e-07,1.1268351932946443e-05,1.1268351932945176e-05,1.142256864943046e-05,1.1422568649466407e-05,1.1422568649464576e-05
,,7.708817346085644e-07,1.126835193208982e-05,1.1268351932088575e-05,1.1422568649389797e-05,1.1422568649424744e-05,1.1422568649422967e-05
,,7.721777148058743e-07,1.1268351931251735e-05,1.126835193125052e-05,1.1422568649350266e-05,1.1422568649384237e-05,1.1422568649382514e-05
,,7.734740369096223e-07,1.1268351930431794e-05,1.1268351930430606e-05,1.142256864931183e-05,1.1422568649344862e-05,1.1422568649343183e-05
,,7.747706996454322e-07,1.12683519296296e-05,1.1268351929628434e-05,1.1422568649274468e-05,1.1422568649306576e-05,1.1422568649304948e-05
,,7.760677017415786e-07,1.1268351928844773e-05,1.1268351928843633e-05,1.1422568649238144e-05,1.1422568649269355e-05,1.1422568649267775e-05
,,7.773650419289798e-07,1.126835192807693e-05,1.1268351928075814e-05,1.1422568649202826e-05,1.1422568649233174e-05,1.1422568649231634e-05
,,7.786627189411955e-07,1.1268351927325707e-05,1.1268351927324611e-05,1.1422568649168494e-05,1.1422568649197991e-05,1.1422568649196502e-05
,,7.799607315144133e-07,1.1268351926590744e-05,1.1268351926589676e-05,1.1422568649135113e-05,1.1422568649163791e-05,1.142256864916234e-05
,,7.812590783874551e-07,1.1268351925871689e-05,1.1268351925870642e-05,1.142256864910266e-05,1.1422568649130544e-05,1.1422568649129134e-05
,,7.825577583017603e-07,1.12683519251682e-05,1.1268351925167173e-05,1.142256864907111e-05,1.1422568649098216e-05,1.1422568649096849e-05
,,7.838567700013881e-07,1.1268351924479932e-05,1.1268351924478928e-05,1.142256864904044e-05,1.1422568649066793e-05,1.1422568649065461e-05
,,7.851561122330042e-07,1.126835192380656e-05,1.1268351923805582e-05,1.142256864901062e-05,1.1422568649036237e-05,1.1422568649034946e-05
,,7.864557837458848e-07,1.1268351923147766e-05,1.1268351923146806e-05,1.142256864898163e-05,1.1422568649006536e-05,1.1422568649005278e-05
,,7.877557832919027e-07,1.1268351922503228e-05,1.1268351922502288e-05,1.1422568648953444e-05,1.1422568648977656e-05,1.1422568648976436e-05
,,7.890561096255276e-07,1.1268351921872638e-05,1.1268351921871716e-05,1.1422568648926045e-05,1.142256864894958e-05,1.1422568648948398e-05
,,7.903567615038162e-07,1.1268351921255696e-05,1.1268351921254797e-05,1.1422568648899404e-05,1.1422568648922284e-05,1.1422568648921135e-05
,,7.916577376864101e-07,1.1268351920652106e-05,1.1268351920651225e-05,1.1422568648873505e-05,1.142256864889575e-05,1.1422568648894633e-05
,,7.929590369355272e-07,1.1268351920061578e-05,1.1268351920060714e-05,1.1422568648848326e-05,1.1422568648869952e-05,1.1422568648868865e-05
,,7.942606580159608e-07,1.1268351919483829e-05,1.1268351919482983e-05,1.1422568648823848e-05,1.1422568648844868e-05,1.1422568648843816e-05
,,7.955625996950696e-07,1.1268351918918583e-05,1.1268351918917758e-05,1.1422568648800048e-05,1.1422568648820486e-05,1.142256864881946e-05
,,7.968648607427737e-07,1.126835191836557e-05,1.126835191836476e-05,1.1422568648776907e-05,1.142256864879678e-05,1.1422568648795784e-05
,,7.981674399315504e-07,1.1268351917824523e-05,1.1268351917823732e-05,1.1422568648754414e-05,1.1422568648773734e-05,1.1422568648772765e-05
,,7.994703360364274e-07,1.1268351917295184e-05,1.1268351917294411e-05,1.1422568648732543e-05,1.1422568648751324e-05,1.1422568648750387e-05
,,8.007735478349787e-07,1.1268351916777304e-05,1.1268351916776544e-05,1.1422568648711284e-05,1.142256864872954e-05,1.142256864872863e-05
,,8.020770741073181e-07,1.1268351916270626e-05,1.1268351916269884e-05,1.1422568648690612e-05,1.1422568648708364e-05,1.1422568648707476e-05
,,8.033809136360936e-07,1.1268351915774914e-05,1.1268351915774189e-05,1.1422568648670517e-05,1.1422568648687772e-05,1.1422568648686914e-05
,,8.046850652064833e-07,1.1268351915289928e-05,1.1268351915289217e-05,1.142256864865098e-05,1.1422568648667755e-05,1.142256864866692e-05
,,8.059895276061899e-07,1.126835191481544e-05,1.126835191481474e-05,1.1422568648631983e-05,1.1422568648648294e-05,1.1422568648647482e-05
,,8.072942996254333e-07,1.126835191435121e-05,1.126835191435053e-05,1.142256864861352e-05,1.1422568648629376e-05,1.1422568648628583e-05
,,8.085993800569503e-07,1.1268351913897032e-05,1.1268351913896364e-05,1.1422568648595568e-05,1.142256864861098e-05,1.1422568648610213e-05
,,8.099047676959809e-07,1.1268351913452678e-05,1.1268351913452026e-05,1.1422568648578112e-05,1.1422568648593094e-05,1.142256864859235e-05
,,8.112104613402707e-07,1.1268351913017942e-05,1.12683519130173e-05,1.142256864856114e-05,1.1422568648575712e-05,1.1422568648574987e-05
,,8.125164597900644e-07,1.1268351912592613e-05,1.1268351912591986e-05,1.1422568648544644e-05,1.1422568648558808e-05,1.1422568648558104e-05
,,8.138227618480967e-07,1.1268351912176484e-05,1.1268351912175867e-05,1.1422568648528605e-05,1.1422568648542374e-05,1.1422568648541691e-05
,,8.151293663195893e-07,1.126835191176936e-05,1.1268351911768758e-05,1.1422568648513013e-05,1.1422568648526396e-05,1.1422568648525733e-05
,,8.164362720122485e-07,1.126835191137104e-05,1.1268351911370454e-05,1.142256864849785e-05,1.1422568648510865e-05,1.142256864851022e-05
,,8.177434777362541e-07,1.1268351910981344e-05,1.1268351910980772e-05,1.1422568648483112e-05,1.1422568648495764e-05,1.1422568648495137e-05
,,8.190509823042592e-07,1.1268351910600078e-05,1.1268351910599515e-05,1.1422568648468782e-05,1.1422568648481085e-05,1.1422568648480475e-05
,,8.20358784531382e-07,1.126835191022706e-05,1.1268351910226507e-05,1.1422568648454854e-05,1.1422568648466809e-05,1.1422568648466219e-05
,,8.216668832352024e-07,1.1268351909862112e-05,1.1268351909861577e-05,1.142256864844131e-05,1.1422568648452933e-05,1.1422568648452357e-05
,,8.229752772357553e-07,1.126835190950506e-05,1.1268351909504534e-05,1.142256864842814e-05,1.1422568648439444e-05,1.1422568648438882e-05
,,8.24283965355529e-07,1.1268351909155736e-05,1.1268351909155216e-05,1.1422568648415338e-05,1.1422568648426324e-05,1.1422568648425785e-05
,,8.255929464194526e-07,1.1268351908813965e-05,1.126835190881346e-05,1.1422568648402892e-05,1.1422568648413573e-05,1.1422568648413046e-05
,,8.269022192548991e-07,1.1268351908479588e-05,1.1268351908479095e-05,1.1422568648390794e-05,1.1422568648401175e-05,1.1422568648400664e-05
,,8.282117826916769e-07,1.1268351908152447e-05,1.1268351908151964e-05,1.1422568648379027e-05,1.1422568648389122e-05,1.1422568648388626e-05
,,8.295216355620223e-07,1.1268351907832384e-05,1.126835190783191e-05,1.142256864836759e-05,1.1422568648377404e-05,1.1422568648376923e-05
,,8.308317767005992e-07,1.1268351907519246e-05,1.1268351907518782e-05,1.142256864835647e-05,1.1422568648366012e-05,1.1422568648365544e-05
,,8.321422049444868e-07,1.126835190721288e-05,1.1268351907212429e-05,1.1422568648345664e-05,1.1422568648354938e-05,1.1422568648354482e-05
,,8.334529191331852e-07,1.126835190691314e-05,1.1268351906912694e-05,1.1422568648335153e-05,1.1422568648344168e-05,1.1422568648343728e-05
,,8.347639181085997e-07,1.1268351906619889e-05,1.1268351906619452e-05,1.1422568648324932e-05,1.1422568648333704e-05,1.142256864833327e-05
,,8.360752007150434e-07,1.1268351906332978e-05,1.1268351906332551e-05,1.1422568648315e-05,1.142256864832352e-05,1.1422568648323104e-05
,,8.373867657992257e-07,1.1268351906052277e-05,1.126835190605186e-05,1.1422568648305342e-05,1.1422568648313626e-05,1.1422568648313221e-05
,,8.386986122102541e-07,1.1268351905777646e-05,1.1268351905777238e-05,1.142256864829595e-05,1.1422568648304007e-05,1.1422568648303613e-05
